internal_player_id,official_fantasy_player_id,name,country,official_fantasy_position,official_price,qualifier_matches_available,qualifier_minutes,qualifier_starts,qualifier_goals,qualifier_assists,qualifier_clean_sheets,qualifier_cards,recent_nt_minutes,recent_nt_starts,recent_nt_role,last_nt_start_date,set_piece_role,penalty_role,corner_role,free_kick_role,usage_source,usage_source_url,usage_source_checked,usage_confidence,data_quality_flags,notes
panama-luis-mejia,884,Luis Mejía,Panama,GK,4,4,360,4,0,0,3,0,360,4,squad_depth,2025-06-11T00:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
panama-orlando-mosquera,885,Orlando Mosquera,Panama,GK,3.9,6,540,6,0,0,3,0,540,6,locked_starter,2025-11-19T01:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
panama-cesar-samudio,886,César Samudio,Panama,GK,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
panama-adalberto-carrasquilla,887,Adalberto Carrasquilla,Panama,MID,6.5,8,650,7,0,1,4,1,650,7,locked_starter,2025-11-19T01:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-mauricio-magalhaes,888,Maurício Magalhães Prado,Paraguay,MID,4.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-34-alejandro-romero,889,Alejandro Romero,Paraguay,MID,4.7,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
paraguay-matias-galarza,890,Matías Galarza,Paraguay,MID,4.8,7,357,3,2,1,5,2,357,3,rotation_starter,2025-06-05T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-lucas-romero,891,Lucas Romero,Paraguay,MID,5.6,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
paraguay-braian-ojeda,892,Braian Ojeda,Paraguay,MID,5.6,2,35,0,0,0,1,0,35,0,squad_depth,,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-gustavo-gomez,893,Gustavo Gómez,Paraguay,DEF,4.6,14,1260,14,0,0,7,2,1260,14,locked_starter,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-junior-alonso,894,Júnior Alonso,Paraguay,DEF,4.1,12,1062,12,1,1,5,4,1062,12,locked_starter,2025-09-04T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-34-omar-alderete,895,Omar Alderete,Paraguay,DEF,4.1,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
thin-34-fabian-balbuena,896,Fabián Balbuena,Paraguay,DEF,4,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
paraguay-alan-benitez,897,Alan Benítez,Paraguay,DEF,3.8,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
paraguay-gustavo-velazquez,898,Gustavo Velázquez,Paraguay,DEF,3.8,5,344,3,0,1,3,2,344,3,likely_starter,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-juan-caceres,899,Juan José Cáceres,Paraguay,DEF,3.8,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-34-jose-canale,900,José Canale,Paraguay,DEF,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
paraguay-miguel-almiron,901,Miguel Almirón,Paraguay,MID,6,15,1291,15,1,1,8,2,1291,15,locked_starter,2025-09-04T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-antonio-sanabria,902,Antonio Sanabria,Paraguay,FWD,6.5,12,628,7,4,1,5,0,628,7,rotation_starter,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-ramon-sosa,903,Ramón Sosa,Paraguay,FWD,5.3,17,850,9,0,0,10,0,850,9,rotation_starter,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
paraguay-alex-arce,904,Álex Arce,Paraguay,FWD,4.9,5,189,2,0,0,4,0,189,2,rotation_starter,2024-11-19T20:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-gabriel-avalos,905,Gabriel Ávalos,Paraguay,FWD,4.9,10,323,3,0,0,5,0,323,3,rotation_starter,2025-03-26T00:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-gustavo-caballero,906,Gustavo Caballero,Paraguay,FWD,4.2,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-34-alexandro-maidana,907,Alexandro Maidana,Paraguay,FWD,4,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
paraguay-roberto-fernandez,908,Roberto Fernández,Paraguay,GK,4,11,990,11,0,0,6,1,990,11,locked_starter,2025-09-04T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-34-gaston-olveira,909,Gastón Olveira,Paraguay,GK,3.8,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
paraguay-orlando-gill,910,Orlando Gill,Paraguay,GK,3.5,1,90,1,0,0,1,0,90,1,squad_depth,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-damian-bobadilla,911,Damián Bobadilla,Paraguay,MID,5.5,9,509,6,0,0,6,1,509,6,likely_starter,2025-09-09T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
paraguay-julio-enciso,912,Julio Enciso,Paraguay,MID,6.6,10,799,9,4,1,5,0,799,9,likely_starter,2025-06-11T00:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
paraguay-diego-gomez,913,Diego Gómez,Paraguay,MID,6.8,12,825,11,1,2,6,3,825,11,likely_starter,2025-09-09T23:30:00Z,club_set_piece_context_available,,,club_direct_fk_order_5,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
portugal-samu-costa,915,Samuel de Almeida Costa,Portugal,MID,5.6,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-nuno-mendes,916,Nuno Alexandre Tavares Mendes,Portugal,DEF,5.8,4,325,4,0,1,2,0,325,4,likely_starter,2025-10-14T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-joao-cancelo,917,João Pedro Cavaco Cancelo,Portugal,DEF,5.3,4,287,4,2,2,1,1,287,4,likely_starter,2025-11-16T14:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-diogo-dalot,918,José Diogo Dalot Teixeira,Portugal,DEF,5,2,152,2,0,0,1,0,152,2,likely_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-goncalo-inacio,919,Gonçalo Bernardo Inácio,Portugal,DEF,4.6,3,180,3,0,0,2,0,180,3,likely_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-renato-veiga,921,Renato Palma Veiga,Portugal,DEF,4.3,4,270,2,1,0,1,0,270,2,rotation_starter,2025-11-16T14:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-tomas-araujo,922,Tomás Lemos Araújo,Portugal,DEF,4.1,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-goncalo-ramos,923,Gonçalo Matias Ramos,Portugal,FWD,7.5,6,154,1,1,1,2,0,154,1,squad_depth,2025-11-16T14:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-joao-felix,924,João Félix Sequeira,Portugal,FWD,6.5,5,192,2,2,1,1,1,192,2,rotation_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-pedro-neto,925,Pedro Lomba Neto,Portugal,MID,6.4,4,248,4,0,1,2,0,248,4,likely_starter,2025-10-14T18:45:00Z,club_set_piece_context_available,,club_corner_indirect_fk_order_2,club_direct_fk_order_4,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties. Official fantasy position differs from existing model position and is preserved as active future fantasy position."
portugal-francisco-trincao,926,Francisco António Machado Mota de Castro Trincão,Portugal,FWD,5.9,4,124,,0,1,,0,124,,rotation_starter,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-goncalo-guedes,927,Gonçalo Manuel Ganchinho Guedes,Portugal,FWD,5.8,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-francisco-conceicao,928,Francisco Fernandes da Conceição,Portugal,MID,5.7,2,63,0,1,0,0,0,63,0,rotation_starter,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
portugal-rui-silva,931,Rui Tiago Dantas da Silva,Portugal,GK,4.7,,,,,,,0,,,squad_depth,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-jose-sa,932,José Pedro Malheiro de Sá,Portugal,GK,4.7,,,,,,,0,,,squad_depth,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-ricardo-velho,933,Mário Ricardo da Silva Velho,Portugal,GK,4,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
portugal-ruben-neves,934,Rúben Diogo da Silva Neves,Portugal,MID,5.9,5,349,4,1,0,1,0,349,4,likely_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-matheus-nunes,935,Matheus Luiz Nunes,Portugal,MID,6.1,1,17,0,0,0,0,0,17,0,squad_depth,,club_set_piece_context_available,club_penalty_order_4,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties. Official fantasy position differs from existing model position and is preserved as active future fantasy position."
portugal-vitinha,936,Vítor Machado Ferreira,Portugal,MID,6.4,6,485,6,0,0,2,0,485,6,locked_starter,2025-11-16T14:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-joao-neves,937,João Pedro Gonçalves Neves,Portugal,MID,6.5,4,337,4,3,0,1,1,337,4,likely_starter,2025-11-16T14:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
portugal-bruno-fernandes,939,Bruno Miguel Borges Fernandes,Portugal,MID,8.5,5,394,5,3,1,2,2,394,5,locked_starter,2025-11-16T14:00:00Z,club_set_piece_context_available,club_penalty_order_1,club_corner_indirect_fk_order_1,club_direct_fk_order_1,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
qatar-mohammed-manaai,942,Mohammad Naceur Al Mannai,Qatar,MID,4.2,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-36-ayoub-mohamed-al-oui,943,Ayoub Mohamed Al Oui,Qatar,MID,4.4,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
qatar-ahmed-fathi,944,Ahmed Fathy Mansi Abdoulla,Qatar,MID,4.7,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
qatar-karim-boudiaf,946,Karim Boudiaf,Qatar,MID,4.9,4,255,3,0,0,2,1,255,3,likely_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-assim-madibo,947,Assim Omer Al Haj Madibo,Qatar,MID,5.1,4,343,4,0,0,2,0,343,4,locked_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-mohammed-waad,948,Mohammed Waad Abdulwahhab Jadoua Al Bayati,Qatar,MID,5.3,8,360,4,0,1,2,1,360,4,rotation_starter,2024-11-19T16:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-pedro-miguel,949,Pedro Miguel Carvalho Deus Correia,Qatar,DEF,3.9,9,782,9,2,0,3,1,782,9,locked_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-bassam-al-rawi,950,Bassam Husham Ali Al Rawi,Qatar,DEF,3.8,4,196,2,0,0,1,1,196,2,rotation_starter,2025-06-10T13:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-lucas-mendes,951,Lucas Michel Mendes,Qatar,DEF,3.8,13,1016,11,2,1,3,1,1016,11,locked_starter,2025-03-25T13:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-boualem-khoukhi,952,Boualem Khoukhi,Qatar,DEF,3.8,9,712,9,1,1,3,1,712,9,locked_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-niall-mason,954,Niall Aadya Mason,Qatar,DEF,3.5,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
qatar-al-hashemi-al-hussein,955,Al Hashmi Al Hussain Mohi Aldin,Qatar,DEF,3.5,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-36-gueye-seydinaissa-laye,957,Gueye Seydinaissa Laye,Qatar,DEF,3.5,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
qatar-akram-afif,958,Akram Hassan Afif Yahya Afif,Qatar,FWD,5.9,16,1388,16,4,11,4,1,1388,16,locked_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-almoez-ali,959,Almoez Ali Zainalabedeen Mohamed Abdulla,Qatar,FWD,5.3,14,1095,13,12,1,4,3,1095,13,likely_starter,2025-10-14T17:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-36-edmilson-junior-paulo-da-silva,960,Edmílson Junior Paulo da Silva,Qatar,FWD,4.9,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
qatar-hassan-al-haydos,961,Hassan Khalid Hassan Al Haydos,Qatar,FWD,4.6,2,138,2,1,0,1,0,138,2,rotation_starter,2023-11-21T13:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-36-yusuf-abdurisag-yusuf,962,Yusuf Abdurisag Yusuf,Qatar,FWD,4.4,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
thin-36-ahmed-mohammed-hussein-kassim-al-ganehi,963,Ahmed Mohammed Hussein Kassim Al Ganehi,Qatar,FWD,4.2,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
qatar-mubarak-shannan,966,Mubarak Shanan Khader Hamza,Qatar,FWD,4,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
qatar-meshaal-barsham,968,Meshaal Aissa Mohammed Barsham,Qatar,GK,4.1,13,1150,13,0,0,3,1,1150,13,locked_starter,2025-06-05T18:15:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
qatar-salah-zakaria,969,Salah Zakaria Mohamed Mousa Hassan,Qatar,GK,3.7,2,110,1,0,0,1,0,110,1,squad_depth,2025-06-10T13:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-36-shehab-mamdouh-abdelfadel-ellethy,970,Shehab Mamdouh Abdelfadel Ellethy,Qatar,GK,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
qatar-mahmoud-abunada,971,Mahmud Ibrahim Abunada,Qatar,GK,3.5,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
saudi-arabia-musab-al-juwayr,972,Musab bin Fahad bin Zaid Al Juwayr,Saudi Arabia,MID,4.1,14,857,11,3,3,7,0,857,11,likely_starter,2025-10-14T18:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
saudi-arabia-ziyad-al-johani,977,Ziyad bin Mubarak bin Eid Al Marwani Al Johani,Saudi Arabia,MID,4.9,4,210,2,0,0,2,1,210,2,rotation_starter,2025-06-10T18:15:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
saudi-arabia-mohammed-kanno,978,Mohamed bin Ibrahim bin Abdullah Kanno,Saudi Arabia,MID,5.1,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
saudi-arabia-abdullah-al-khaibari,980,Abdullah bin Mohammed bin Hamza Al Berri Al Khaibari,Saudi Arabia,MID,5.1,7,359,4,0,0,3,1,359,4,rotation_starter,2025-10-14T18:45:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
